Student_ID,Age,Gender,Nationality,Program,Major_Specialization,Year_of_Study,Enrollment_Type,GPA,High_School_GPA,SAT_Score,Credits_Completed,Credits_This_Semester,Scholarship_Status,Scholarship_Amount,Accommodation_Type,Distance_From_Campus_km,Attendance_Rate,Study_Hours_Per_Week,Part_Time_Job,Weekly_Work_Hours,Internship_Completed,Internship_Count,Clubs_Joined,Leadership_Role,Online_Courses_Taken,Research_Participation,Publications_Count,Exchange_Program,English_Proficiency_Score,Financial_Aid,Family_Income,Parental_Education_Level,Health_Insurance,Mental_Health_Support_Used,Academic_Probation,Dropout_Risk_Score,Graduation_Expected_Year,Employment_Offer,Starting_Salary_Offer
2359,25,Female,Australia,Business,Statistics,1,PartTime,3.47,2.64,1314,32,20,Yes,24274,WithFamily,39.3,77.4,12,Yes,0,No,4,4,Yes,11,No,3,No,95.0,No,203184.0,Bachelor,Yes,No,No,0.568,2026,No,0
2360,26,Female,India,Economics,Finance,1,FullTime,3.13,3.08,1401,7,15,No,0,OffCampus,1.0,63.3,32,Yes,3,No,0,4,Yes,2,No,0,Yes,117.0,No,259949.0,PhD,Yes,No,No,0.451,2029,Yes,109863
2361,25,Female,USA,Physics,Robotics,2,PartTime,2.59,,1365,117,19,Yes,18258,WithFamily,46.6,71.9,49,No,18,Yes,2,5,Yes,6,Yes,3,No,112.0,No,104667.0,Master,Yes,No,No,0.245,2031,No,
2362,24,Female,Australia,Computer Science,Robotics,5,FullTime,2.17,3.87,1579,56,16,Yes,45157,OnCampus,15.2,71.4,23,Yes,2,No,3,1,Yes,9,Yes,2,Yes,93.0,No,94060.0,Master,No,No,No,0.841,2033,No,
2363,25,Female,USA,Economics,Data Science,4,FullTime,3.5,3.79,952,71,17,Yes,36100,OnCampus,33.9,100.0,17,Yes,7,No,2,0,No,2,No,0,Yes,101.0,No,40395.0,HighSchool,Yes,No,No,0.767,2028,Yes,40899
2364,30,Female,China,Economics,Finance,2,PartTime,2.96,2.87,1523,177,20,Yes,10329,OnCampus,25.0,,33,No,15,Yes,4,7,No,7,Yes,3,No,,No,,HighSchool,Yes,No,No,0.246,2026,No,0
2365,33,Male,Canada,Mathematics,Civil,4,FullTime,2.68,3.2,1569,27,9,Yes,45489,OffCampus,9.8,72.2,38,No,15,Yes,4,0,No,1,No,1,Yes,114.0,No,108574.0,HighSchool,Yes,No,No,0.546,2034,Yes,105217
2366,29,Female,UK,Physics,Robotics,3,PartTime,3.53,3.71,1068,140,16,No,,OffCampus,48.3,79.1,42,No,13,Yes,1,5,Yes,7,No,0,No,61.0,No,273494.0,PhD,No,Yes,No,0.576,2034,No,0
2367,24,Female,UAE,Mathematics,Finance,5,PartTime,2.75,3.57,1368,101,18,Yes,4837,OffCampus,3.9,84.6,11,No,8,Yes,1,7,No,13,Yes,2,Yes,93.0,Yes,116601.0,HighSchool,Yes,No,No,0.336,2030,No,0
2368,23,Male,Australia,Physics,Robotics,3,FullTime,2.78,,1332,166,11,No,0,OffCampus,43.6,96.9,14,No,18,Yes,4,0,No,6,Yes,0,No,106.0,Yes,190485.0,PhD,No,No,No,0.61,2028,Yes,
2369,28,Male,Brazil,Physics,Marketing,2,PartTime,3.43,3.23,1266,69,19,Yes,47959,WithFamily,15.2,94.7,39,Yes,28,No,3,6,No,12,No,1,Yes,76.0,No,22253.0,,No,No,No,0.965,2030,No,0
2370,26,Female,USA,Physics,Statistics,2,PartTime,3.92,3.95,962,65,13,No,,OffCampus,19.8,89.8,46,No,9,No,3,3,No,1,Yes,1,No,117.0,No,235957.0,PhD,No,No,No,0.458,2032,Yes,55778
2371,28,Female,Germany,AI,Civil,5,FullTime,3.16,3.08,1237,56,11,Yes,,OnCampus,1.7,60.2,24,No,19,No,0,0,Yes,1,No,3,Yes,113.0,Yes,28465.0,PhD,Yes,No,No,0.643,2031,Yes,9702
2372,19,Male,France,Economics,Robotics,3,FullTime,3.35,2.65,,27,17,Yes,26118,WithFamily,47.3,94.5,31,No,15,No,0,5,Yes,7,No,2,No,107.0,Yes,216342.0,Bachelor,Yes,No,No,0.134,2029,No,0
2373,21,Female,France,Physics,Finance,5,PartTime,3.64,3.88,1253,30,11,No,0,OnCampus,29.2,58.2,47,Yes,25,No,0,6,No,9,No,1,Yes,101.0,Yes,254946.0,PhD,No,No,No,0.543,2028,Yes,146073
2374,34,Male,Brazil,Mathematics,Cybersecurity,4,FullTime,2.67,3.54,1411,174,17,Yes,11620,WithFamily,48.5,88.8,48,Yes,29,Yes,0,3,Yes,12,Yes,1,No,62.0,Yes,21504.0,PhD,No,Yes,No,0.741,2034,Yes,92828
2375,34,Male,UAE,Economics,Cybersecurity,5,FullTime,3.57,3.58,1228,65,18,No,0,WithFamily,0.5,86.5,40,Yes,25,No,1,1,Yes,9,No,0,No,66.0,Yes,122161.0,PhD,No,No,Yes,0.272,2029,No,0
2376,29,Female,China,Computer Science,Civil,5,FullTime,3.25,3.21,1592,38,16,No,0,OnCampus,7.0,85.8,34,Yes,12,No,2,6,No,8,Yes,2,No,90.0,No,37865.0,Bachelor,Yes,Yes,No,0.433,2026,Yes,76223
2377,29,Female,UK,Mathematics,Finance,2,FullTime,3.68,2.82,,99,14,No,0,OffCampus,42.5,73.8,5,Yes,1,Yes,1,1,No,14,Yes,1,No,72.0,No,34611.0,Master,No,No,No,0.92,2032,No,0
2378,31,Female,France,Business,Finance,3,FullTime,3.38,3.14,1384,43,12,Yes,25106,WithFamily,18.3,98.0,31,No,17,No,1,4,Yes,0,Yes,2,No,68.0,No,197780.0,Master,Yes,No,No,0.901,2030,No,0
2379,28,Female,Brazil,Computer Science,Data Science,2,PartTime,2.24,3.34,1317,52,14,Yes,5031,OffCampus,36.4,99.2,46,Yes,14,No,4,6,Yes,4,Yes,2,Yes,,No,238044.0,HighSchool,Yes,No,No,0.165,2031,Yes,18118
2380,34,Male,Brazil,Engineering,Data Science,1,FullTime,2.67,3.79,1569,1,10,Yes,34975,OnCampus,48.3,73.2,32,No,,No,2,5,No,13,Yes,3,No,85.0,Yes,261370.0,PhD,No,No,No,0.717,2028,Yes,54008
2381,33,Female,India,Mathematics,Robotics,2,FullTime,2.83,2.82,,42,11,No,0,OnCampus,28.3,68.8,31,No,,No,0,4,Yes,0,Yes,3,No,104.0,No,40880.0,HighSchool,Yes,No,No,0.039,2029,Yes,
2382,25,Female,Australia,Economics,Robotics,4,PartTime,2.6,3.41,1475,176,12,Yes,29491,OnCampus,35.2,64.8,40,No,18,No,3,2,Yes,4,No,0,Yes,98.0,Yes,270434.0,HighSchool,No,Yes,No,0.771,2026,Yes,86703
2383,27,Male,India,Physics,Robotics,5,PartTime,2.61,3.8,1116,140,9,No,0,WithFamily,8.0,70.7,43,No,20,No,0,5,No,10,Yes,1,Yes,115.0,Yes,136327.0,Master,No,Yes,Yes,0.724,2027,Yes,8203
2384,32,Female,Australia,Computer Science,Finance,3,FullTime,3.59,2.51,,113,11,Yes,25905,WithFamily,43.7,,,No,12,No,2,3,No,8,No,2,No,,Yes,81916.0,HighSchool,Yes,No,No,0.867,2030,No,0
2385,24,Female,USA,Business,Cybersecurity,3,PartTime,3.17,2.86,1291,137,20,Yes,33174,OffCampus,47.8,65.3,17,No,26,Yes,0,4,No,9,Yes,2,Yes,88.0,Yes,163127.0,PhD,Yes,No,No,0.356,2029,No,0
2386,29,Male,Australia,Mathematics,Robotics,3,PartTime,2.54,2.48,1442,47,10,No,,OffCampus,,65.7,37,Yes,2,No,2,4,Yes,5,Yes,2,Yes,87.0,No,175914.0,HighSchool,No,No,No,0.526,2031,No,0
2387,22,Male,USA,Mathematics,Finance,1,FullTime,3.2,2.51,1117,103,11,Yes,13999,OffCampus,3.7,,32,No,3,Yes,2,6,No,3,Yes,3,No,116.0,No,82177.0,PhD,Yes,No,No,0.442,2031,No,0
2388,29,Female,UK,Mathematics,Statistics,2,PartTime,3.16,2.84,1466,131,12,No,0,OnCampus,35.3,75.3,25,No,24,Yes,3,7,Yes,13,Yes,2,Yes,113.0,Yes,124044.0,HighSchool,Yes,No,Yes,0.401,2032,No,
2389,22,Male,France,AI,Robotics,4,FullTime,3.17,3.96,1049,104,15,No,0,OffCampus,26.5,81.7,19,No,17,Yes,1,4,No,13,Yes,3,No,73.0,Yes,85544.0,Master,Yes,No,No,0.86,2034,Yes,7967
2390,25,Female,Australia,Business,Robotics,4,PartTime,3.01,3.09,,107,9,No,0,WithFamily,31.2,73.7,32,No,21,Yes,2,5,No,13,Yes,0,Yes,78.0,No,33136.0,Master,Yes,No,No,0.26,2031,Yes,110383
2391,34,Female,China,Mathematics,Statistics,4,PartTime,3.66,3.34,928,54,13,No,0,WithFamily,42.1,79.5,,No,19,No,0,0,Yes,0,No,2,Yes,86.0,Yes,282715.0,HighSchool,Yes,No,No,0.0,2027,No,0
2392,28,Male,USA,AI,Data Science,1,PartTime,3.39,3.91,1593,39,12,No,0,OnCampus,20.0,78.2,20,Yes,0,Yes,1,1,No,1,Yes,3,No,62.0,Yes,35915.0,,No,No,No,0.0,2028,Yes,66329
2393,29,Female,Brazil,Economics,Robotics,1,FullTime,3.35,3.37,1597,30,10,No,0,OffCampus,7.9,79.9,19,Yes,19,No,2,6,Yes,11,Yes,2,Yes,,Yes,175626.0,Bachelor,Yes,No,No,0.253,2030,No,0
2394,31,Male,Canada,Economics,Civil,5,PartTime,3.65,3.63,1381,131,13,Yes,47641,OnCampus,27.5,73.8,34,Yes,9,No,0,6,No,11,No,3,No,93.0,Yes,92052.0,PhD,No,No,No,0.108,2033,Yes,16205
2395,17,Female,France,AI,Cybersecurity,1,PartTime,2.37,3.49,1032,163,11,Yes,24798,OffCampus,37.2,79.7,,Yes,1,Yes,4,0,Yes,4,No,3,No,107.0,No,24314.0,PhD,No,Yes,No,0.799,2033,No,
2396,21,Male,Australia,Engineering,Marketing,4,FullTime,2.41,3.51,1226,14,15,No,,OffCampus,22.4,72.7,21,Yes,27,No,4,6,Yes,12,Yes,1,No,65.0,No,116366.0,Bachelor,Yes,No,No,0.911,2030,Yes,98338
2397,20,Male,France,Computer Science,Statistics,2,PartTime,3.84,3.6,1166,22,13,No,0,OffCampus,35.9,75.8,,No,26,No,4,7,Yes,10,No,1,Yes,77.0,Yes,167793.0,Bachelor,No,No,No,0.559,2033,Yes,118434
2398,18,Female,Australia,Physics,Data Science,2,FullTime,3.28,3.46,971,77,10,No,0,WithFamily,19.5,94.5,44,No,29,Yes,3,2,Yes,13,Yes,2,Yes,90.0,No,282486.0,Bachelor,Yes,No,No,0.658,2033,Yes,
2399,33,Male,France,Mathematics,Marketing,1,PartTime,3.62,2.58,1218,141,18,Yes,44162,WithFamily,39.4,88.5,,No,23,Yes,2,6,Yes,13,No,0,Yes,63.0,Yes,255925.0,Bachelor,Yes,No,No,0.43,2033,Yes,79317
2400,27,Male,China,Economics,Data Science,4,PartTime,3.2,3.81,1523,30,14,Yes,,WithFamily,,60.9,15,No,26,No,2,7,Yes,3,Yes,3,No,72.0,Yes,294763.0,Bachelor,No,No,No,0.224,2027,Yes,90408
2401,19,Male,China,Physics,Cybersecurity,2,PartTime,2.71,3.45,1018,141,17,Yes,45590,WithFamily,40.2,78.8,15,Yes,15,No,0,2,No,13,No,0,Yes,98.0,No,191398.0,Bachelor,No,No,No,0.516,2030,No,
2402,31,Male,UAE,Physics,Civil,1,PartTime,2.85,2.85,1127,17,16,No,0,WithFamily,46.2,76.5,33,Yes,3,No,4,3,Yes,4,Yes,2,Yes,61.0,No,,HighSchool,Yes,No,No,0.811,2028,No,0
2403,25,Female,China,Business,Statistics,2,FullTime,2.28,3.71,,53,19,No,0,OffCampus,41.7,97.6,15,Yes,24,Yes,0,6,Yes,5,Yes,3,No,65.0,No,22081.0,HighSchool,Yes,No,No,0.663,2030,No,0
2404,20,Female,UAE,Physics,Robotics,5,FullTime,2.36,2.6,1362,85,17,No,0,OffCampus,,66.9,8,Yes,15,No,4,2,Yes,14,Yes,1,Yes,88.0,Yes,286509.0,HighSchool,No,No,No,0.782,2029,Yes,10290
2405,29,Female,UK,Engineering,Statistics,2,PartTime,3.14,3.4,1182,62,19,No,,OffCampus,9.4,79.9,28,No,,Yes,3,0,No,2,Yes,3,No,82.0,Yes,168677.0,Master,No,No,No,0.384,2027,No,0
2406,30,Male,Australia,Mathematics,Robotics,4,FullTime,3.81,2.48,1206,31,12,No,,OffCampus,16.2,81.1,6,No,27,No,1,2,Yes,7,No,3,No,60.0,No,42783.0,HighSchool,Yes,No,No,0.572,2029,Yes,43060
2407,34,Female,Canada,Mathematics,Data Science,1,FullTime,3.22,3.41,1077,86,20,Yes,13958,OffCampus,33.1,77.4,48,Yes,12,Yes,4,2,Yes,13,No,0,Yes,60.0,Yes,276686.0,HighSchool,No,No,No,0.641,2026,Yes,133545
2408,29,Male,Australia,AI,Finance,5,FullTime,2.59,3.55,,153,11,No,0,OffCampus,1.5,77.9,48,No,18,No,3,0,No,11,Yes,3,No,105.0,Yes,,HighSchool,No,No,No,0.059,2032,No,0
2409,17,Female,France,Physics,Robotics,4,FullTime,3.5,3.37,929,75,11,Yes,35325,OffCampus,19.8,60.8,38,No,26,Yes,3,5,Yes,2,No,1,No,87.0,No,190714.0,PhD,Yes,Yes,No,0.352,2032,Yes,129871
2410,29,Female,Brazil,Physics,Robotics,2,FullTime,3.07,2.76,1224,149,16,Yes,,OffCampus,,81.9,47,Yes,26,Yes,4,0,Yes,4,Yes,3,No,76.0,No,80493.0,PhD,Yes,No,No,0.496,2028,No,0
2411,28,Female,France,Mathematics,Civil,5,PartTime,2.41,3.25,918,5,15,No,0,OnCampus,47.9,72.7,46,Yes,11,No,4,4,Yes,1,Yes,0,Yes,63.0,Yes,119450.0,HighSchool,No,No,No,0.083,2032,No,0
2412,24,Female,Australia,Engineering,Marketing,1,PartTime,3.79,2.62,1170,49,20,Yes,7533,OffCampus,,79.1,11,Yes,7,No,1,3,Yes,13,No,3,Yes,87.0,Yes,242917.0,Bachelor,No,No,No,0.772,2030,No,0
2413,20,Female,France,Mathematics,Statistics,5,PartTime,3.28,3.95,1263,69,11,No,0,WithFamily,46.6,80.1,11,Yes,29,Yes,3,1,Yes,3,Yes,0,No,84.0,Yes,177774.0,HighSchool,Yes,No,No,0.839,2028,Yes,101910
2414,28,Female,UK,Mathematics,Data Science,3,PartTime,2.72,3.67,1019,160,11,No,0,OffCampus,3.2,71.3,47,Yes,16,Yes,1,7,No,8,No,0,No,62.0,No,86776.0,Bachelor,No,No,No,1.0,2031,No,0
2415,28,Male,Canada,Computer Science,Cybersecurity,4,PartTime,2.37,2.77,1036,133,20,No,0,WithFamily,18.6,63.0,32,Yes,13,No,4,3,No,3,Yes,0,No,96.0,Yes,259965.0,PhD,Yes,Yes,No,0.895,2030,Yes,
2416,32,Female,Canada,Computer Science,Finance,1,FullTime,1.96,3.29,1525,32,18,Yes,33620,OnCampus,34.0,83.1,43,No,4,Yes,4,2,Yes,10,Yes,3,No,76.0,No,86529.0,Master,Yes,No,No,0.97,2028,Yes,131290
2417,32,Male,UK,Economics,Cybersecurity,4,FullTime,2.5,3.73,1488,60,16,No,,WithFamily,24.4,99.1,26,No,3,No,3,1,No,12,Yes,0,No,84.0,Yes,37894.0,Bachelor,Yes,Yes,No,0.533,2031,Yes,24605
2418,18,Female,India,Economics,Finance,2,PartTime,3.87,3.29,1013,49,9,No,0,WithFamily,2.4,75.8,48,Yes,7,Yes,2,3,No,10,Yes,2,Yes,109.0,No,267943.0,Bachelor,Yes,No,No,0.523,2033,Yes,14361
2419,22,Female,USA,Computer Science,Data Science,5,PartTime,2.56,3.14,1596,165,13,No,0,OffCampus,42.7,93.6,,Yes,4,Yes,3,4,Yes,6,Yes,1,Yes,78.0,No,240407.0,Bachelor,Yes,No,No,0.429,2026,No,0
2420,34,Female,UAE,Engineering,Data Science,1,FullTime,3.1,3.06,1126,2,19,Yes,2378,OffCampus,36.9,66.1,11,Yes,10,No,1,7,Yes,4,Yes,3,No,88.0,No,166804.0,HighSchool,No,No,No,0.372,2028,Yes,22892
2421,18,Male,USA,Economics,Statistics,2,PartTime,2.22,2.83,1218,169,9,Yes,,OnCampus,50.8,74.3,14,Yes,28,Yes,4,4,No,11,Yes,0,Yes,110.0,Yes,193679.0,HighSchool,No,No,No,0.016,2029,Yes,84644
2422,18,Female,Brazil,Business,Data Science,4,PartTime,3.41,2.53,1125,42,19,Yes,32568,WithFamily,18.0,100.0,26,No,29,No,3,3,No,0,No,3,No,109.0,No,155041.0,PhD,Yes,No,No,0.846,2033,No,0
2423,33,Female,Brazil,Mathematics,Data Science,2,PartTime,3.24,3.25,1393,78,9,Yes,32258,WithFamily,41.8,67.2,20,No,8,Yes,3,5,Yes,4,No,1,No,112.0,No,160604.0,Bachelor,Yes,No,No,0.056,2026,Yes,
2424,27,Female,USA,Business,Civil,4,FullTime,3.72,2.59,1486,174,17,No,0,OffCampus,18.4,66.1,35,No,10,No,2,0,Yes,11,Yes,1,No,69.0,Yes,287673.0,HighSchool,Yes,No,No,0.832,2029,No,0
2425,23,Male,China,Physics,Data Science,4,PartTime,3.25,2.64,1540,165,12,Yes,31119,OffCampus,35.9,64.4,33,Yes,11,No,0,0,Yes,13,No,0,No,92.0,No,60186.0,Master,No,No,Yes,0.499,2034,Yes,133179
2426,23,Female,Australia,Engineering,Data Science,1,FullTime,3.02,3.07,903,124,13,No,0,OnCampus,13.7,,45,No,21,No,0,7,No,10,Yes,3,No,89.0,No,40114.0,PhD,Yes,No,No,0.261,2029,Yes,44252
2427,18,Male,France,Physics,Cybersecurity,3,FullTime,3.67,3.71,1079,29,15,No,,WithFamily,47.1,82.0,35,Yes,,Yes,4,2,Yes,12,No,0,No,76.0,Yes,156251.0,Master,Yes,No,No,0.526,2029,No,0
2428,27,Female,Canada,AI,Marketing,3,PartTime,3.22,2.76,986,177,11,Yes,27509,OffCampus,44.4,75.7,17,No,4,Yes,0,3,Yes,3,Yes,3,No,102.0,Yes,70696.0,PhD,No,No,No,0.486,2026,Yes,119684
2429,17,Male,Germany,Economics,Data Science,3,PartTime,3.6,,941,165,12,No,0,OnCampus,14.7,93.9,36,No,22,Yes,2,2,Yes,6,Yes,3,No,89.0,No,,Bachelor,Yes,No,No,1.0,2030,No,0
2430,24,Male,India,Physics,Civil,2,PartTime,3.48,2.62,938,157,9,Yes,23465,OnCampus,20.8,87.9,22,No,14,Yes,4,3,No,9,No,2,Yes,109.0,No,162036.0,HighSchool,No,No,No,0.482,2027,Yes,
2431,34,Male,USA,Business,Statistics,3,PartTime,3.78,3.13,1001,101,16,Yes,2768,WithFamily,,59.6,41,No,18,Yes,2,7,Yes,11,No,0,Yes,100.0,No,,HighSchool,No,No,No,0.048,2034,Yes,22334
2432,27,Male,Canada,Physics,Cybersecurity,5,PartTime,2.59,2.88,,49,17,No,0,OffCampus,29.1,68.2,13,Yes,15,Yes,2,6,No,11,Yes,3,Yes,116.0,No,54104.0,Master,Yes,No,Yes,0.626,2032,No,
2433,29,Male,Brazil,AI,Finance,1,PartTime,3.33,3.77,1220,178,19,No,0,WithFamily,28.6,88.3,48,Yes,20,Yes,3,4,No,13,Yes,2,Yes,94.0,No,44687.0,HighSchool,No,No,No,0.655,2031,Yes,120426
2434,32,Female,China,Physics,Marketing,4,PartTime,3.03,3.9,,85,11,No,0,OnCampus,2.9,87.7,36,No,14,No,1,0,Yes,6,Yes,0,Yes,92.0,Yes,46617.0,Master,Yes,No,No,0.891,2030,Yes,129944
2435,31,Male,Canada,Engineering,Statistics,4,PartTime,2.42,3.78,,50,14,No,0,WithFamily,43.1,62.2,19,Yes,,No,4,3,Yes,7,No,0,Yes,100.0,No,216573.0,PhD,No,Yes,No,0.881,2030,Yes,81417
2436,34,Female,UAE,Engineering,Finance,5,PartTime,3.67,3.77,1390,109,11,Yes,,WithFamily,13.6,63.4,,No,17,Yes,2,7,Yes,5,No,2,No,91.0,Yes,176469.0,Master,Yes,Yes,No,0.632,2033,Yes,
2437,23,Female,France,Engineering,Finance,5,FullTime,2.12,3.67,,128,11,No,,WithFamily,34.3,77.0,42,Yes,12,Yes,4,4,Yes,10,No,1,Yes,60.0,Yes,141286.0,HighSchool,No,No,No,0.626,2032,Yes,104176
2438,29,Male,UAE,AI,Data Science,4,PartTime,2.67,3.25,1596,102,9,Yes,45318,OnCampus,6.5,61.6,47,Yes,24,Yes,2,1,Yes,4,No,3,No,106.0,No,205177.0,Master,Yes,No,No,0.612,2029,Yes,
2439,32,Female,France,Physics,Finance,2,PartTime,2.63,3.11,,61,11,Yes,29119,WithFamily,35.7,89.7,18,Yes,11,No,0,6,Yes,0,No,0,Yes,,Yes,211019.0,PhD,Yes,No,No,0.07,2027,Yes,35823
2440,22,Female,UK,AI,Civil,3,PartTime,3.33,3.82,1596,5,20,No,0,WithFamily,9.1,85.2,31,Yes,,No,4,6,No,9,Yes,2,No,63.0,Yes,53167.0,PhD,No,No,No,0.104,2029,Yes,25427
2441,21,Male,India,Business,Robotics,1,PartTime,2.4,3.14,1071,99,11,Yes,28741,WithFamily,24.2,70.6,39,Yes,18,Yes,1,5,No,8,Yes,0,No,94.0,No,,HighSchool,No,No,No,0.111,2030,No,0
2442,19,Female,Germany,Computer Science,Cybersecurity,3,FullTime,2.8,4.0,1141,175,9,No,0,OnCampus,45.0,74.4,40,Yes,,No,2,4,Yes,10,Yes,3,No,101.0,No,162909.0,Master,No,No,No,0.049,2034,No,0
2443,30,Male,China,Economics,Robotics,5,FullTime,3.87,3.75,1155,112,14,Yes,30087,OffCampus,,68.6,,No,6,No,3,1,No,10,No,0,Yes,77.0,Yes,236383.0,HighSchool,Yes,No,No,0.196,2034,Yes,87001
2444,34,Male,UK,Computer Science,Robotics,3,FullTime,3.45,3.83,1111,6,15,Yes,21333,OffCampus,21.9,74.5,25,No,9,Yes,2,7,Yes,6,Yes,2,Yes,95.0,Yes,32190.0,Bachelor,No,No,No,0.017,2030,No,0
2445,33,Female,Australia,Computer Science,Statistics,3,FullTime,3.6,3.97,923,158,18,No,0,OffCampus,39.1,87.1,27,Yes,3,Yes,2,2,Yes,8,Yes,3,No,86.0,Yes,33009.0,HighSchool,No,No,No,0.282,2032,No,0
2446,27,Female,India,Business,Data Science,3,PartTime,3.03,3.04,1126,149,17,Yes,19655,WithFamily,20.7,99.6,,Yes,8,No,2,3,No,14,Yes,3,Yes,117.0,Yes,182078.0,Bachelor,Yes,No,No,0.374,2032,No,0
2447,29,Male,France,Physics,Statistics,4,FullTime,3.27,3.87,,68,9,No,0,OffCampus,5.5,77.8,,No,,Yes,2,6,Yes,13,Yes,0,No,65.0,Yes,43904.0,PhD,No,No,No,0.347,2031,Yes,70998
2448,30,Male,Brazil,AI,Marketing,1,FullTime,2.75,3.85,1089,143,16,No,0,OnCampus,1.1,74.1,36,Yes,20,No,1,7,No,1,No,2,No,113.0,Yes,47743.0,HighSchool,No,No,No,0.7,2033,No,0
2449,31,Female,Australia,Physics,Data Science,1,FullTime,3.22,3.02,1143,151,15,Yes,,OnCampus,12.1,76.3,14,Yes,6,Yes,1,6,No,3,Yes,0,No,119.0,Yes,297664.0,HighSchool,No,No,No,0.244,2032,Yes,132417
2450,29,Male,Brazil,Computer Science,Robotics,3,FullTime,2.34,3.24,1058,88,10,Yes,7891,WithFamily,0.1,80.3,42,Yes,9,No,3,5,No,3,No,2,No,76.0,No,220367.0,Bachelor,No,No,No,0.354,2028,Yes,60077
2451,26,Female,USA,Economics,Cybersecurity,3,PartTime,3.61,3.81,1375,31,10,No,0,WithFamily,4.4,80.1,44,No,23,Yes,2,7,No,5,No,3,No,109.0,Yes,208152.0,Master,Yes,Yes,No,0.899,2026,No,0
2452,20,Female,India,Engineering,Civil,1,FullTime,3.57,2.79,1430,161,14,No,0,WithFamily,48.6,97.1,44,Yes,23,Yes,1,4,No,12,Yes,2,Yes,84.0,No,41101.0,Master,No,No,No,0.436,2034,Yes,123600
2453,19,Female,USA,Business,Finance,2,PartTime,2.9,3.73,1298,149,18,Yes,48204,OffCampus,27.0,93.1,12,Yes,8,Yes,2,0,Yes,14,Yes,1,Yes,100.0,Yes,196945.0,HighSchool,No,Yes,No,0.534,2029,Yes,48332
2454,29,Male,USA,Economics,Statistics,3,PartTime,2.92,3.89,1320,89,17,Yes,22633,OffCampus,42.6,91.4,38,No,25,Yes,1,2,Yes,5,Yes,0,No,68.0,Yes,215853.0,Master,Yes,No,No,0.559,2033,Yes,51102
2455,26,Female,Germany,Engineering,Statistics,3,PartTime,2.5,2.68,1387,178,12,No,0,WithFamily,39.0,93.7,,No,,No,3,6,No,5,Yes,3,Yes,84.0,Yes,,Master,Yes,No,No,0.6,2032,No,
2456,20,Female,UK,Mathematics,Statistics,2,FullTime,2.53,2.98,1580,22,9,Yes,39166,OnCampus,20.4,96.2,37,No,18,Yes,3,1,Yes,1,Yes,3,No,87.0,No,,PhD,Yes,No,No,0.678,2029,No,0
2457,20,Female,Canada,Engineering,Statistics,3,PartTime,3.23,,1454,123,14,No,0,OnCampus,34.4,89.6,39,No,6,No,0,6,Yes,2,No,3,Yes,104.0,No,288346.0,PhD,No,No,No,0.489,2032,No,0
2458,25,Female,Australia,AI,Finance,1,FullTime,2.98,3.11,1003,128,10,Yes,44686,OffCampus,37.5,63.1,30,Yes,,No,0,6,Yes,13,Yes,1,Yes,77.0,No,141726.0,Master,No,No,No,0.521,2030,No,0
2459,25,Female,Brazil,Mathematics,Finance,4,PartTime,3.69,3.72,1248,10,18,Yes,,WithFamily,16.7,77.4,40,No,23,Yes,2,5,No,0,Yes,3,Yes,94.0,No,28340.0,HighSchool,No,No,No,0.473,2027,No,0
2460,32,Male,UK,AI,Cybersecurity,2,PartTime,4.0,2.82,1422,75,13,Yes,21044,WithFamily,2.0,100.0,45,No,19,No,4,2,Yes,12,No,2,Yes,75.0,Yes,258436.0,Master,Yes,No,No,0.128,2029,Yes,
2461,22,Male,France,AI,Statistics,4,PartTime,2.96,3.06,1201,50,10,No,0,OffCampus,37.7,93.5,10,Yes,12,Yes,0,0,No,5,Yes,0,No,82.0,Yes,295965.0,PhD,Yes,No,No,1.0,2028,No,0
2462,19,Female,Australia,Economics,Data Science,5,PartTime,2.67,,1476,24,12,Yes,1515,WithFamily,35.2,65.9,18,No,20,Yes,0,7,No,1,Yes,3,Yes,102.0,No,185664.0,,No,No,No,0.178,2032,Yes,106790
2463,30,Female,India,Business,Cybersecurity,1,PartTime,2.98,3.91,,46,13,Yes,111,OffCampus,12.2,84.0,19,Yes,12,Yes,3,3,No,3,No,2,No,61.0,No,,Bachelor,Yes,No,No,0.584,2034,Yes,127010
2464,18,Male,Brazil,Business,Robotics,4,FullTime,3.72,2.97,1129,11,14,Yes,4605,OffCampus,19.6,68.9,47,No,26,No,1,5,No,12,Yes,3,No,98.0,No,223746.0,Master,No,No,No,0.857,2030,No,
2465,30,Female,Brazil,Mathematics,Robotics,2,FullTime,2.95,3.87,1361,62,13,Yes,5287,OffCampus,15.6,78.3,35,No,10,No,4,2,Yes,4,Yes,3,Yes,85.0,No,250066.0,HighSchool,No,No,No,0.169,2027,Yes,48407
2466,29,Male,Australia,Physics,Statistics,2,PartTime,2.93,2.77,1156,11,15,No,0,OnCampus,33.1,97.4,48,Yes,29,Yes,2,5,Yes,1,No,0,Yes,95.0,No,121120.0,PhD,Yes,No,No,0.429,2027,No,0
2467,28,Male,China,Engineering,Finance,3,FullTime,3.07,3.77,,82,12,Yes,4100,OffCampus,24.2,59.8,15,Yes,29,No,1,4,Yes,1,No,2,No,88.0,Yes,32214.0,Master,No,No,No,0.15,2027,Yes,69285
